app_id,app_name,source,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea_9,idea_10
com.hellosimply.simplysingdroid,Simply Sing: My Singing App,DBGNN,The app offers a daily singing challenge that guides users through specific vocal exercises and records their progress. This feature supports regular practice and helps users monitor their development.,The app includes an animated virtual sibling character that suggests sing-along songs and provides encouragement during car rides or practice sessions. This feature interacts with users to support their singing activities.,Users can download favorite songs and practice tracks within the app to access and play them offline without internet connection or ads.,Users can import backing tracks from their device storage or cloud services to add songs to their library for practice. This allows them to use personal or uncommon tracks within the app.,"The app creates a warm-up routine that adjusts in length based on the user's upcoming schedule, offering shorter sessions on busy days and longer sessions before performances. This helps users organize their vocal exercises according to their availability.",The app provides real-time alerts during live singing practice to notify users of pitch or timing deviations. These notifications help users monitor their performance as they sing.,The app allows users to invite friends to join Simply Sing and receive rewards such as exclusive songs or voice filters. This feature supports user connections and encourages group singing activities.,The app includes a mini-game where users tap on animated musical notes or customize a virtual stage. This feature offers breaks while helping users practice rhythm and timing.,"The app includes a feedback section where users can write, read, and rate reviews of songs, vocal exercises, and app features. This allows users to share their opinions and provide input on the content.",The app includes a location-based feature that allows users to find and connect with nearby users for local sing-along meetups or virtual duets. This feature facilitates social interaction and collaboration within the Simply Sing community.
com.hellosimply.simplysingdroid,Simply Sing: My Singing App,COT,The app includes a vocal stamina meter that tracks how long users can sing without strain. It provides real-time feedback on breath control and vocal endurance.,The app creates a personalized practice schedule that repeats difficult songs or vocal exercises at set intervals. This helps users review and improve their skills over time.,"The app includes a badge and leaderboard system where users earn rewards for hitting accurate notes, completing vocal challenges, and practicing regularly. This feature tracks progress and displays rankings among users.",The app lets users add harmony or backing vocal tracks on top of their recordings. This allows them to create multi-part singing arrangements.,The app includes a vocal health assistant that recommends warm-up exercises or rest periods based on recent singing activity and environmental conditions such as room humidity and noise level.,"Users can share short clips of their singing practice or progress with friends and followers, allowing others to view and respond to these recordings.",The app includes an augmented reality mode where users can sing along with virtual instructors who demonstrate techniques in 3D space. This feature allows users to practice by following visual guidance in an interactive environment.,The app adjusts song arrangements by simplifying or adding complexity according to the user's current skill level. This allows the practice experience to be tailored to the individual user.,The app includes a vocal isolation mode that allows users to hear only their voice while the instrumental track is muted or lowered. This helps users focus on pitch and timing during practice.,The app includes a singing diary feature where users can record their feelings before and after singing sessions. This allows users to track their emotional responses and progress over time.
com.hellosimply.simplysingdroid,Simply Sing: My Singing App,ZERO,The app listens to the user’s voice in real time and generates complementary harmonies to accompany it. This feature adds additional vocal parts automatically as the user sings.,The app creates a vocal warm-up routine tailored to the user’s singing style and vocal range. This routine is designed to prepare the user’s voice before practice or performance.,The app includes a duet mode that allows users to sing together with friends or other users remotely. It records synchronized audio and video of both participants for collaborative performances.,"The app uses AI to give real-time visual and verbal feedback on pitch accuracy, vibrato control, and breath support while singing.","The app includes a ""Singing Challenges"" section with daily or weekly tasks focused on specific skills such as breath control or vibrato. Users can earn rewards and see their rankings on leaderboards.","The app allows users to adjust the volume of individual instruments, change the tempo, and modify the key of backing tracks in real-time.","The app includes a songwriting assistant that suggests rhymes, rhythms, and chord progressions based on the user's input to help create lyrics and melodies.",The app includes a vocal health tracker that records singing duration and intensity. It also sends reminders to take breaks to help maintain vocal health.,The app includes a tool that allows users to choose the singing style of famous singers. It analyzes the user's voice and offers tips to help replicate those vocal techniques.,Users can download practice sessions and tutorials to access and use them without an internet connection.
com.hellosimply.simplysingdroid,Simply Sing: My Singing App,UFGC,The app includes a free trial mode that allows users to sing 3-5 popular songs and access core features before subscribing. This lets users try the app’s main functions without a subscription.,The app allows users to record and play back their singing. Users can use these recordings to monitor their progress and review their performance.,The app includes a vocal range test that asks users to sing specific notes. This information is used to adjust songs to better fit the user's singing voice.,"The app provides real-time pitch correction feedback by showing whether notes are sung correctly, sharp, or flat. This helps users make precise adjustments to their singing.",The app provides a rotating selection of free songs that are updated weekly. Additional songs are available through a premium subscription.,"The app includes an interactive practice mode with vocal exercises and warm-ups customized to the user’s voice type. These exercises focus on improving breathing, pitch control, and tone quality.",Users can buy individual songs or small song packs without needing to subscribe to a monthly plan. This option is available for those who prefer not to commit to a subscription.,"Users can share their recordings and achievements, participate in challenges, and interact with other members of the community within the app.","The app provides adaptive tutorials that cover singing techniques such as vibrato, dynamics, and phrasing. These interactive lessons adjust based on the user’s skill level and progress.","The app uses AI to reduce background noise and calibrate the microphone, helping to detect your voice more accurately in different environments and on various devices."
com.newstargames.retrobowl,Retro Bowl,DBGNN,"Players can perform special jump moves during gameplay to leap over defenders or obstacles on the field, requiring timing and skill. These moves are based on trampoline-style movement and combo mechanics.","The ""Healthy Playtime"" mode prompts players to take regular breaks and includes simple mini-challenges designed to help develop fine motor skills. This feature aims to support balanced gaming habits and responsible screen use.",The field positioning calculator tool measures player distances and coverage areas on the field. It provides information to assist with play-calling and formation decisions based on spatial data.,"The app offers a seasonal subscription that provides access to exclusive 3D player animations and visual effects, including helmet glimmers and endzone celebrations. These features add visual details without changing the core gameplay.","The ""Road to the Bowl"" feature allows users to track their team's playoff path by displaying interactive locations and previews of upcoming opponents. It provides a visual representation of the team's progression through the playoffs.",The Playbook Recorder allows users to record and save their custom offensive or defensive plays as audio or video clips. These recordings can be used for practice or shared with others.,The app includes a digital coupon system that allows users to unlock discounts on in-app purchases or premium team upgrades by completing challenges or entering promo codes.,The game includes a player financing system where users handle monthly salary payments and contract negotiations for their drafted players. This feature requires managing player contracts as part of team management.,The app includes a voice note feature that lets users record verbal coaching ideas or play adjustments during gameplay pauses. These recordings can be saved for later reference.,The app includes a built-in feature that records game highlights with video and audio. Players can save and share these recorded gameplay moments directly from the app.
com.newstargames.retrobowl,Retro Bowl,ZERO,The game includes a weather system where conditions like rain and wind influence gameplay by affecting ball handling and pass accuracy. These weather effects change how players perform during matches.,The game includes a player morale system where team chemistry affects player performance. Users need to manage both individual talent and team relationships.,The app includes a halftime mini-game where users can complete skill challenges to earn small in-game bonuses or boosts for the second half. Users can customize aspects of the mini-game before playing.,"The legacy mode lets users manage multiple generations of players, tracking family statistics and unlocking special abilities for certain player lineages.","The app includes real-time multiplayer tournaments with live brackets, allowing players to compete in scheduled Retro Bowl championships.",The app includes a scouting system with mini-simulations that allow users to evaluate potential draft picks' skills and how well they fit with the team before making a selection.,"Users can create custom teams with their own logos, uniforms, and playbooks, and share or download these teams within the Retro Bowl community.",The app includes an augmented reality (AR) feature that allows users to project key plays onto their surroundings for viewing. This enables users to watch replays and analyze plays in a spatial context.,The app allows users to use voice commands to call plays and audibles during the game. This feature enables hands-free control of coaching decisions.,The app includes a historical challenge mode that allows players to replay notable football games from various time periods using the rules and team rosters specific to those eras.
com.newstargames.retrobowl,Retro Bowl,COT,"The ""Coach’s Playbook"" mode allows players to create and save custom plays for use during games. This feature enables players to plan and organize their strategies in advance.",The app features a system where crowd noise and energy levels change according to the team's performance during the game. This creates a varying stadium atmosphere that reflects how well the team is doing.,"The ""Legacy Mode"" allows users to retire a player and begin coaching their offspring, who inherit some of the retired player's stats. This feature enables a progression system across multiple generations.",The Rivalry Challenge is a weekly event where players compete in themed matchups with specific rules. Participants can earn exclusive rewards and receive recognition within the community.,"The ""Weather Impact"" feature changes player speed and ball behavior based on different weather conditions. This requires players to adjust their strategies during the game.",The feature adds a mini-game where users manage team finances and sponsorships. It involves resource management elements similar to those found in city-building games.,"The app includes a ""Highlight Reel"" editor that lets players compile and share videos of their best plays. This feature uses tools similar to those found on social media platforms.","The ""Training Camp"" mode allows players to improve specific athlete skills by completing targeted drills and provides performance analytics based on their progress.","The app includes a ""Draft Day"" event where players review scouting reports with limited information to assess prospects' stats and potential. This system combines elements of skill and chance in selecting team members.",The app provides real-time in-game commentary using AI-generated sports announcers. This feature delivers updates and strategic information during matches.
com.newstargames.retrobowl,Retro Bowl,UFGC,"The app includes a defense mode where users can control defenders to make tackles, intercept passes, or blitz. This feature allows players to actively participate in defensive plays.",The app includes a playbook editor that lets players create and save custom offensive and defensive plays by drawing routes. This feature allows users to customize audibles and adjust tactics during the game.,The game includes a weather system where conditions like rain or snow influence ball handling and player stamina. It also features different game modes with primetime and day/night settings.,"The app includes an online multiplayer mode with exhibition matches, ranked leagues, and friend challenges, allowing players to compete against others worldwide.","The feature provides a game replay and highlight system that shows key plays such as interceptions, sacks, and touchdowns. It includes instant replay controls to review and analyze these moments.",The trade market feature enables player-for-player and draft pick-for-player trades between AI teams and online players. It allows users to manage trades within the franchise mode.,The game includes penalty mechanics with referee animations and a challenge system that allows players to contest calls during games. This feature adds an element of decision-making related to penalties.,"The feature allows managing rosters with up to 14 players, setting contract lengths, negotiating salaries, and upgrading player potential.","The feature allows players to choose offensive and defensive schemes, such as run-heavy offense or zone defense, which affect the AI's behavior and play style during games.","This feature allows players to save their game progress to the cloud and sync it across multiple devices. It ensures that coins, teams, and seasons played are maintained when switching between devices."
com.geoguessr.app,GeoGuessr,COT,"The ""time travel"" mode allows players to guess locations using historical Street View images or old maps. This feature lets users compare past and present views of the same place.",The multiplayer cooperative mode allows players to view different parts of the same location and share clues with each other to identify the exact spot together. This mode requires players to communicate and coordinate their information to make a correct guess.,"Players can complete daily or weekly GeoGuessr challenges focused on specific themes, such as national parks or famous cities, to earn badges and unlock new routes.","The app includes an ""ambient sounds"" layer that plays nature or urban soundscapes corresponding to the location. This feature provides auditory cues to assist players in making their guesses.",The app includes augmented reality (AR) scavenger hunts where players visit real-world locations to unlock GeoGuessr challenges associated with those places. This feature combines physical exploration with in-app gameplay.,"The ""local expert hints"" feature allows verified local users to add subtle clues or cultural context comments to specific locations. These hints provide additional information to help players during the game.",The route creator tool lets users design and share their own GeoGuessr paths. This feature enables users to create custom challenges by selecting specific locations for others to explore.,"The app includes a ""weather and season"" filter that allows users to choose different weather conditions and seasons for the game. This changes the visual appearance of locations, providing a range of environmental settings for players to guess.","The app includes a ""story mode"" where each location is connected to a narrative or mystery. Players use geographical clues in each round to advance through the chapters.","After each guess, the app presents a short quiz with facts or questions about the region identified. This feature provides additional information related to the location."
com.geoguessr.app,GeoGuessr,UFGC,The app includes an offline mode that lets players download regional street view data packs for specific countries or cities. This allows users to play the game without an internet connection and helps reduce map loading errors.,"The “Smart Pause & Resume” feature saves the current game state when users switch apps or lose connection, allowing them to continue without losing progress in multiplayer or streak modes.","The app includes an in-game tutorial and a hint system that provides optional clues about local signs, languages, or landmarks. These features are designed to assist new players without affecting the competitive aspect of the game.",The Custom Map Creator tool allows users to create and share their own geo-challenges with others. This feature enables users to design maps that can be played by friends or the wider community.,"The ""Dynamic Difficulty Adjustment"" feature changes the difficulty of location clues and time limits according to the player's skill level and current streak. This means the game adjusts automatically to provide an appropriate challenge for each player.","The app includes a ""Spectator Mode"" for Battle Royale and Duels that lets users watch live rounds. It also provides interactive commentary features for viewers.","The feature provides a leaderboard with percentile rankings and detailed player statistics, including heatmaps of commonly guessed locations and tracking of player improvement over time.","The app offers an optional ""Ad-Supported Play"" mode where free users can watch short ads between rounds to earn extra games or temporarily access premium features. This allows users to play more without making a purchase.","The feature allows players to customize their avatars with animated emotes, seasonal costumes, and geographic-themed gear that can be unlocked through player achievements.","The ""Co-op Pass-and-Play"" mode allows multiple players to take turns guessing locations on the same device in shared sessions. This mode supports local multiplayer gameplay without requiring separate devices."
com.geoguessr.app,GeoGuessr,DBGNN,GeoTricks is a mode where players identify locations on a 3D map while moving through virtual obstacles such as cliffs and jumps. The mode combines location guessing with timed movement challenges.,"The app includes a voice memo feature that lets players record audio notes about a location during gameplay. These recordings can be saved, shared, or listened to later.",The app displays nearby businesses or attractions on the map and provides digital coupons or discounts that players can use when visiting those locations in person.,"The app includes a mini-game called ""GeoFishes"" where users can catch virtual fish in various GeoGuessr locations. Players can customize their fishing gear and backgrounds based on places they have visited during gameplay.",The app includes an offline mode that allows users to download map packs and challenges. This enables players to use GeoGuessr without an internet connection.,"Players can take and share in-game photos called “GeoSnaps” of locations they find interesting, using filters and stickers to customize the images. These photos can be shared with other players within the game.","The ""GeoMood"" setting adjusts the app's challenges and user interface themes based on user preferences or demographics, such as using vibrant colors and festival-themed maps. This customization aims to provide a personalized experience for different user groups.","The app includes an interactive ""Journey Planner"" that recommends a sequence of challenges or location routes tailored to the player's skill level and interests. It guides users through these steps to help them progress in the game.","Family Mode allows players to create private groups, share selected locations, and track combined scores within the group. This feature enables gameplay among family members or friends in a shared setting.",The app plays audio narration and environmental sounds recorded from the actual locations shown on the map during guess rounds. This provides users with additional audio information related to the locations.
com.geoguessr.app,GeoGuessr,ZERO,The app includes a multiplayer mode where teams can communicate through chat and work together in real-time to make location guesses.,The app includes an augmented reality (AR) feature that lets players display geographical clues or street signs over their real-world environment using their device's camera. This allows users to view these elements as if they are part of their physical surroundings.,The app adjusts the difficulty of locations based on a player’s previous performance by selecting easier or harder places accordingly.,The daily challenge presents locations from less commonly featured regions or landmarks. This feature aims to provide a wider variety of places for players to explore.,"After each round, the app displays pop-up messages that provide historical or cultural information about the location that was guessed.",The photo comparison mode allows players to view current Street View images alongside historical photos of the same location to observe changes over time.,"Players can create and share custom map sets with specific themes, such as “movie filming locations” or “natural wonders.” These map sets can be accessed and used by other players.",The app includes a hint currency system where players earn hints by playing and can use them to reveal clues such as country borders or language scripts.,The app includes voice recognition that allows players to make location guesses by speaking. This feature provides an alternative way to input answers during gameplay.,"The app includes a global leaderboard divided by regions, allowing players to see and compare scores within specific continents or countries. This feature organizes competition based on geographic areas."
com.zillow.android.rentals,Apartments & Rentals - Zillow,COT,"The feature provides a virtual guide using augmented reality that allows users to explore apartments remotely. It offers AI-generated information about the layout, lighting, and surrounding neighborhood during the tour.","The app includes a neighbor review system where current residents can share information about noise levels, community events, and maintenance responsiveness. This allows renters to access additional details about the community beyond the basic listing information.","The move-in cost estimator calculates the total initial expenses for renting an apartment by adding rent, deposits, utilities, and local relocation costs. It provides an updated estimate to help renters understand their financial requirements before signing a lease.","The feature uses an algorithm that considers lifestyle preferences, commute times, and amenity priorities to recommend apartments that align with a renter’s habits and needs. It goes beyond standard filters to provide personalized apartment suggestions.","The app includes a roommate compatibility quiz that helps renters identify potential roommates based on habits, schedules, and preferences. This feature allows users to find matches within the platform.",The feature displays heatmaps that indicate the times when apartment inquiries or rental activity are highest in different neighborhoods. This information helps users see when rental demand is lower.,"The app provides a rental history timeline for each listing that shows past occupancy rates, previous tenant reviews, and records of renovations or reported issues. This information helps renters understand the property's history.","The app includes a chatbot that explains lease terms, identifies uncommon clauses, and provides negotiation suggestions based on local rental agreements and legal guidelines.","The app shows a neighborhood lifestyle feed with updates on local events, new business openings, and community announcements. This feed updates regularly to provide current information about the area.",The app offers a short-term rental option that allows users to stay in an apartment for a limited time with discounted or refundable leases. This program helps renters experience the apartment and neighborhood before signing a long-term lease.
com.zillow.android.rentals,Apartments & Rentals - Zillow,DBGNN,"The app includes a feature that provides short tutorials and tips on apartment decorating, maintenance, and rental negotiation. This feature is designed to help users learn practical skills related to renting.","The app lets users invite friends to browse or rent properties together, share feedback on listings, and recommend landlords or neighborhoods within the platform. This feature enables users to connect and collaborate during their rental search.","The app lets users select and save preferred apartment features, such as pet-friendly, furnished, or with parking. Based on these preferences, users receive alerts and promotions related to available rentals.",The feature allows renters to submit detailed reviews about apartments and landlords using guided prompts. These reviews provide information to help future renters make informed decisions.,"The app provides an audio tour that offers clear descriptions of apartment features, neighborhood sounds, and ambient noise levels. This feature is designed to assist users who prefer auditory information or have hearing difficulties.","The app includes a rewards program where users earn points or badges for actions such as submitting reviews, attending virtual tours, or completing rental applications. These points can be redeemed for discounts on rent or moving services.",The app provides a feature that lets users take an extended virtual tour or arrange a short-term sublease through the platform to experience an apartment before signing a lease.,"The feature tracks and displays the history of landlord responsiveness, maintenance issue resolution, and how often listings are updated. It provides users with information about the reliability of apartments and landlords over time.",The app includes a rewards system where users earn points that can be exchanged for gift cards or moving-related services such as cleaning and storage. Points are earned through app activity and leasing transactions on Zillow.,"The app includes an entertainment section with local playlists, podcasts, and virtual neighborhood tours that users can access while browsing apartments or planning visits."
com.zillow.android.rentals,Apartments & Rentals - Zillow,ZERO,The app uses augmented reality to let users place virtual furniture in a rental unit. This helps users see how their own or suggested furniture would fit and appear in the space before visiting.,The app provides a neighborhood vibe score that reflects real-time social media sentiment and local event activity. This score gives renters information about the atmosphere and community engagement in the area.,The app includes a commute estimator that calculates travel times using different transportation methods and accounts for peak hours. It provides users with estimated daily commute durations between a rental property and their workplace or school.,"The app includes a lease flexibility filter that allows users to find rentals with short-term leases, month-to-month options, or subletting permissions. This filter helps users identify listings that offer different lease arrangements.","The app includes a rental affordability planner that uses user income, expenses, and local cost-of-living data to provide recommended rental price ranges and budgeting information.",The feature shows a record of maintenance requests and the time taken to respond for each listed property. It provides information about past repair issues reported by tenants and how quickly landlords addressed them.,"The feature matches potential roommates based on lifestyle preferences, work schedules, and social habits to assist users in finding compatible shared apartments.","The app includes an eco-friendliness indicator that rates properties based on energy efficiency, green certifications, and sustainable features. This information helps users identify environmentally friendly rental options.",The app provides a safety index for neighborhoods based on user reports and local crime statistics. This index combines data from multiple sources to give renters an overview of safety in the area.,The virtual open house scheduler coordinates with landlords and property managers to arrange live guided video tours or Q&A sessions. It allows users to book these sessions without needing to visit the property in person.
com.zillow.android.rentals,Apartments & Rentals - Zillow,UFGC,The app includes a verified landlord/property manager badge that identifies rental listings from confirmed sources. This helps users recognize authentic rental postings and accurate contact information.,"The app includes a pet filter that allows users to search for rentals based on separate dog and cat policies, including size and breed restrictions. This helps users find properties that meet specific pet requirements.","The ""Hide Unwanted Listings"" feature lets users block specific properties or landlords to prevent those listings from appearing again in their search results.",The app includes an application tracker that allows users to monitor the status of their submitted rental applications and view related communication within the app.,Users can adjust how often they receive notifications and set specific geographic boundaries to get alerts that match their search criteria more closely.,"The feature adds a manual price input option next to the slider in the filters, allowing users to set specific minimum and maximum rent amounts for their search.",The system automatically removes or archives rental listings after a specified time period. This helps keep the search results up to date.,"The app includes a neighborhood insights panel that displays information about crime rates, school quality, public transit access, and nearby amenities for each listing. This provides renters with additional details about the surrounding area.","Users can share individual favorite listings or entire search results with others, allowing multiple people to view and discuss the options together.",The app includes an in-app messaging system that allows renters to communicate directly with verified landlords or property managers. This feature enables users to send and receive messages without leaving the app.
com.governikus.ausweisapp2,AusweisApp Bund,COT,"The app includes a digital wallet that stores government-issued certificates, such as vaccination records and driving licenses. Users can present these verified documents electronically without needing physical cards.","The app includes a ""trusted contact"" feature that allows users to grant authorized family members or legal representatives access to specific ID functions during emergencies, with the user's consent.","The app includes a live ID verification feature that allows users to confirm their identity through a brief, secure video interaction. This process helps to prevent fraud by verifying the user's identity in real time.",The app provides a multilingual augmented reality overlay that guides users step-by-step through the ID reading process. This feature helps users complete the process accurately by showing visual instructions on the screen.,The app uses biometric liveness detection based on smartphone face unlock technology to verify that the user is physically present and not using a static image or deepfake.,The travel mode feature restricts data sharing to essential government services and temporarily disables selected functions to reduce data exposure while traveling.,"The app allows users to connect with digital notary services, such as electronic signature platforms, to authenticate documents using their AusweisApp Bund credentials. This enables direct verification of documents within these services.",The app provides a dashboard that shows a summary of recent ID usage and access history. This allows users to see when and where their ID data has been used.,The app includes a QR code generator that creates codes containing encrypted user identity data. These codes can be used for quick and contactless identity verification at checkpoints.,"The app includes an AI-powered chatbot that helps users with troubleshooting, application updates, and answers to common questions about the AusweisApp Bund."
com.governikus.ausweisapp2,AusweisApp Bund,ZERO,The app includes a digital wallet that stores multiple official IDs and certificates. Users can use these digital documents for identity verification without carrying physical cards.,The app allows users to log in using biometric methods such as facial recognition or fingerprint scanning. This provides an alternative to entering a password for accessing the app.,"The app provides a real-time status tracker for government applications and requests submitted through it, showing users current updates and estimated processing times.",The app allows users to generate QR codes for identity verification without an internet connection. This enables identity proof in locations with limited or no network access.,"The app includes a multilingual chatbot that helps users with registration, document uploads, and troubleshooting. It provides support in several languages.",The app includes a feature that automatically notifies users before their official IDs or certificates expire. This reminder is sent in advance to help users stay informed about upcoming expiry dates.,"The app allows users to share verified identity information securely and temporarily with trusted third parties, such as employers or service providers, using encrypted connections.",The app uses augmented reality (AR) guides to assist users in positioning their ID cards or passports correctly during scanning for digital verification. This helps ensure accurate scanning of the documents.,The app includes a privacy dashboard that displays which apps or services have accessed identity data through AusweisApp Bund. Users can also use the dashboard to revoke access permissions.,The app allows users to access various e-government services and complete public administration tasks directly within the app. This reduces the need to use separate websites or portals.
com.governikus.ausweisapp2,AusweisApp Bund,DBGNN,The AusweisApp Bund includes a tool that allows users to merge multiple digital ID documents into one file or split large files into smaller parts. This helps users manage and share their credentials more easily.,The app allows users to print important identity documents and certificates directly through a quick print option. It connects with local print services to provide access to physical copies when needed.,"The app includes voice command support that allows users to navigate ID verification processes, message notifications, and assistance without using their hands. This feature helps users complete multi-step authentication tasks more easily.","The app provides a personalized feed with news and updates about digital identity, government services, and security information. This feed helps users stay informed about changes and developments in digital authentication.","The app includes a geo-location feature that shows nearby authorized service points, government offices, or verification stations where users can use or verify their AusweisApp Bund credentials. It provides directions and opening hours for these locations.","Provides access to educational materials such as video tutorials and mini-courses on digital identity security, app usage, and compliance.","The app includes an upgrade and subscription management center that allows users to unlock premium features, manage their account plans, and handle payments within the app.","The app provides GPS-based directions for users attending appointments that require digital ID use, including personalized routes, travel time estimates, and notifications to help users arrive on time at official locations.",The app includes an interactive practice module that allows users to simulate identity verification steps. This helps users familiarize themselves with the process before using the app in real situations.,"The app includes tools for government and corporate users to manage tasks, track document status, and collaborate within their workspace. These features support identity-related workflows."
com.governikus.ausweisapp2,AusweisApp Bund,UFGC,"The app uses an adaptive NFC detection algorithm that adjusts timeout settings and signal sensitivity to minimize ""weak NFC signal"" errors and connection interruptions.","The app includes a troubleshooting wizard that provides step-by-step visual instructions based on the user's device model, showing the exact NFC antenna location and recommended card placement to assist with reading the card.",The app allows users to unlock it and authorize PIN changes using biometric authentication (fingerprint or face recognition) instead of entering the PIN code each time.,The app stores encrypted essential ID card data locally and allows users to access it using biometric authentication. This enables digital identity verification without needing the physical card or an internet connection.,The app includes an in-app system that displays PIN reset requests and status updates. It also provides instructions on how and where to order new PIN and PUK codes.,The app includes a connection manager that detects available devices on the same network and facilitates pairing between a smartphone and a PC. It provides progress indicators during the pairing process and offers fallback options if needed.,The app includes a multilingual help assistant that interprets error messages and offers relevant solutions or directs users to support channels.,The app includes filters that allow users to select their federal state (Bundesland) to show only government services and applications available in that region. This helps users find relevant services more easily.,The app displays a visual NFC signal strength meter during card scanning to show the current connection level. This helps users position their card correctly and confirms when the connection is stable.,"The app connects with common digital identity platforms and wallets, such as Apple Wallet and Google Pay, to enable users to use and verify their virtual ID cards. This allows identity authentication without requiring the physical card."
com.prodigygame.prodigy,Prodigy Math: Kids Game,ZERO,The app includes an adaptive challenge system that changes the difficulty level in real-time based on the child's response speed and accuracy. This allows the learning pace to be personalized for each user.,The app includes a cooperative multiplayer mode that allows children to work together to solve math puzzles. This feature enables multiple players to collaborate within the game.,The daily quest feature provides math challenges based on real-world situations. It allows children to practice math skills through practical examples each day.,The app includes augmented reality (AR) mini-games that use the mobile device’s camera to combine math problems with the user’s physical environment. This allows users to interact with math content overlaid on their surroundings.,"The parent dashboard shows children's progress and scores, identifies math skills that need improvement, and provides practice suggestions based on those skills.",The app includes a creative mode where children can create their own math puzzles or challenges. They can also share these puzzles with their friends.,"The app offers periodic themed events, such as space exploration or ancient civilizations, where math problems are included within storylines and quests. These events provide a context for practicing math skills.",The app uses voice recognition to let children answer math problems by speaking. This feature supports practicing math skills through verbal responses.,"The app includes a “Math Mentor” AI companion that provides hints, explanations, and encouragement to assist children with challenging problems. It offers support in a friendly manner to help users understand and solve math questions.",The app includes a rewards system that connects math challenges to real-world activities by unlocking coupons or discounts for educational products when tasks are completed.
com.prodigygame.prodigy,Prodigy Math: Kids Game,UFGC,The app includes a chat system where children can send short messages using a selection of approved words and emojis. This feature allows communication while limiting the use of unapproved language.,The app includes an optional daily math challenge that appears every 5-10 minutes during gameplay. This feature allows players to practice math while exploring or socializing in the game.,The app includes a free pet evolution system that lets non-members evolve at least one pet per account. This feature allows users to progress with their pets without requiring a membership.,The app includes a “friend battle tournament” mode where kids can form teams of two or three to compete in math battles together. This mode allows players to work cooperatively in group matches instead of playing solo.,The app allows players to practice math questions and play mini-games without an internet connection. Progress made offline is saved and synced when the device reconnects to the internet.,"The app includes a pet and item trading marketplace where players can exchange pets, costumes, and items. Parental controls are available to manage and monitor trading activities.","The app adjusts the difficulty of math problems gradually, presenting questions in a logical order from easier to harder. This helps create a smoother learning experience without sudden changes in challenge level.","All players can spin a free daily ""reward wheel"" that gives cosmetic items or small amounts of in-game currency. This feature is available to non-members without requiring any payment.",The app allows users to unlock more free clothing and accessories for character customization by completing achievements. This feature makes additional customization options available without requiring purchases.,"The app includes a “math tutor” feature that provides brief, easy-to-understand explanations or hints after a wrong answer. This helps players learn the concepts related to the question they missed."
com.prodigygame.prodigy,Prodigy Math: Kids Game,COT,"The app includes a ""Daily Math Quest"" feature that tracks consecutive days of practice and awards badges for completing daily activities. This feature encourages regular use by recognizing consistent participation.","Prodigy Math includes an AI math buddy that interacts with students through conversation, providing hints, encouragement, and personalized problem-solving assistance.","The ""Math Garden"" feature allows users to grow virtual plants or trees by answering math questions correctly. This visual representation shows the user's progress over time.",The feature allows users to create custom math puzzles or challenges that can be shared with friends within the game. This enables players to design and solve personalized math problems together.,"The app uses augmented reality (AR) to display math problems in the real world, allowing users to interact with and solve them through spatial visualization.",The app adjusts the sequence of math challenges in real-time based on each child's performance. It creates a personalized set of problems that match the child's current skill level.,The app includes a location-based scavenger hunt where children solve math puzzles connected to real-world landmarks or everyday locations. This feature combines math practice with physical exploration.,The app includes an evolving storyline that unlocks new chapters as players reach math milestones. This feature connects math progress with story development.,The app allows kids to respond to problems using emoji reactions. These responses help the system assess problem difficulty and engagement to adjust content accordingly.,The app includes a guided error analysis mode that helps children identify and correct their mistakes. This feature supports learning by providing hints to understand and fix errors.
